"person_age";"person_income";"person_emp_length";"person_home_ownership";"loan_intent";"loan_grade";"loan_amnt";"loan_int_rate";"loan_status";"loan_percent_income";"cb_person_default_on_file";"cb_person_cred_hist_length"
31;31600;4.0;"Mortgage";"Medical";"B";7500;11.36;0;0.24;"N";10
38;30000;6.0;"Rent";"Medical";"A";8000;0.0;0;0.27;"N";14
22;63800;7.0;"Mortgage";"Debtconsolidation";"B";25000;11.36;0;0.39;"N";4
24;120000;8.0;"Mortgage";"Homeimprovement";"B";14000;10.74;0;0.12;"N";3
22;72500;6.0;"Rent";"Debtconsolidation";"B";4200;11.71;0;0.06;"N";3
23;30000;3.0;"Rent";"Venture";"C";6400;0.0;0;0.21;"Y";3
46;47000;5.0;"Mortgage";"Personal";"A";6000;7.14;0;0.13;"N";15
23;48000;3.0;"Rent";"Debtconsolidation";"A";8000;8.49;0;0.17;"N";2
23;72324;7.0;"Rent";"Venture";"B";12000;10.99;0;0.17;"N";3
35;126400;0.0;"Mortgage";"Debtconsolidation";"B";13000;10.38;0;0.1;"N";8
32;84456;5.0;"Rent";"Debtconsolidation";"B";10000;9.88;0;0.12;"N";10
24;86400;5.0;"Rent";"Debtconsolidation";"C";2800;14.65;0;0.03;"Y";4
28;50000;1.0;"Rent";"Personal";"B";4800;10.37;0;0.1;"N";10
30;143500;0.0;"Mortgage";"Homeimprovement";"B";20000;11.89;0;0.14;"N";8
28;49000;4.0;"Mortgage";"Medical";"A";7000;7.51;0;0.14;"N";8
33;75000;13.0;"Mortgage";"Venture";"D";4000;14.11;0;0.05;"N";7
29;55000;1.0;"Mortgage";"Venture";"A";12625;7.9;0;0.23;"N";6
33;92000;8.0;"Mortgage";"Education";"C";20000;13.06;0;0.22;"N";10
36;37000;5.0;"Mortgage";"Medical";"E";3000;18.39;1;0.08;"Y";15
28;50000;2.0;"Rent";"Debtconsolidation";"B";3000;10.37;0;0.06;"N";9
23;78000;5.0;"Rent";"Education";"D";2300;17.58;0;0.03;"Y";2
33;25200;3.0;"Rent";"Medical";"E";1600;16.69;1;0.06;"N";6
25;38000;9.0;"Rent";"Personal";"E";15000;16.45;1;0.39;"Y";3
27;146000;5.0;"Mortgage";"Medical";"A";2500;8.49;0;0.02;"N";5
25;144996;2.0;"Mortgage";"Education";"E";25000;16.35;0;0.17;"Y";2
32;116000;15.0;"Mortgage";"Education";"B";21600;10.62;0;0.19;"N";9
24;28800;2.0;"Rent";"Medical";"B";8875;0.0;1;0.31;"N";4
25;60000;3.0;"Rent";"Homeimprovement";"A";7000;6.92;0;0.12;"N";2
24;42000;9.0;"Mortgage";"Personal";"A";11000;5.42;0;0.26;"N";4
25;80000;9.0;"Own";"Venture";"C";12800;0.0;0;0.16;"N";3
22;40000;3.0;"Mortgage";"Debtconsolidation";"B";7500;11.49;0;0.19;"N";3
25;80000;7.0;"Mortgage";"Homeimprovement";"A";6000;7.9;0;0.07;"N";3
22;85000;4.0;"Mortgage";"Medical";"A";12000;6.91;0;0.14;"N";3
22;65000;1.0;"Own";"Venture";"D";5000;15.37;0;0.08;"N";4
33;70000;18.0;"Rent";"Education";"B";18000;11.89;0;0.26;"N";9
22;42000;0.0;"Rent";"Venture";"C";3600;14.72;0;0.09;"Y";4
27;160669;3.0;"Mortgage";"Debtconsolidation";"B";8000;11.36;0;0.05;"N";9
26;51500;3.0;"Mortgage";"Homeimprovement";"D";9600;15.21;0;0.19;"Y";4
23;29000;4.0;"Rent";"Medical";"D";13450;12.61;1;0.46;"N";3
30;72000;4.0;"Mortgage";"Venture";"B";6000;11.99;0;0.08;"N";10
34;34000;0.0;"Rent";"Personal";"A";8000;7.9;0;0.24;"N";7
24;75000;5.0;"Mortgage";"Education";"C";7200;0.0;0;0.1;"Y";3
32;59000;1.0;"Rent";"Personal";"D";8000;14.96;1;0.14;"Y";10
29;100000;1.0;"Mortgage";"Debtconsolidation";"A";12000;6.91;0;0.12;"N";10
25;40000;3.0;"Rent";"Medical";"B";2500;9.99;0;0.06;"N";3
23;20000;6.0;"Rent";"Personal";"C";4000;12.23;0;0.2;"Y";2
25;35500;5.0;"Rent";"Medical";"B";4000;10.99;0;0.11;"N";3
37;117300;12.0;"Mortgage";"Medical";"A";10000;0.0;1;0.07;"N";11
30;62000;14.0;"Rent";"Medical";"B";12000;11.71;0;0.19;"N";9
39;32000;0.0;"Rent";"Venture";"A";0;11.71;0;0.12;"N";3
24;155000;8.0;"Rent";"Education";"B";18000;10.62;0;0.12;"N";4
21;43000;0.0;"Rent";"Venture";"D";17525;12.72;0;0.12;"";7
22;108000;6.0;"Rent";"Education";"B";28000;0.0;1;0.26;"N";4
24;0;8.0;"Mortgage";"Medical";"D";4000;13.49;0;0.0;"N";15
27;60000;6.0;"Rent";"Education";"A";12650;0.0;0;0.21;"N";9
28;45000;1.0;"Rent";"Debtconsolidation";"B";10000;9.91;0;0.22;"N";6
22;75000;6.0;"Mortgage";"Venture";"D";25000;15.57;1;0.33;"Y";4
47;38400;3.0;"Rent";"Medical";"F";22000;18.78;1;0.57;"Y";17
21;51996;5.0;"Rent";"Personal";"A";4600;8.59;0;0.09;"N";2
27;40752;6.0;"Rent";"Medical";"C";5000;13.49;0;0.12;"N";8
30;120000;5.0;"Mortgage";"Debtconsolidation";"B";5000;10.38;0;0.04;"N";9
30;30000;1.0;"Rent";"Personal";"B";14500;0.0;1;0.48;"N";8
23;40000;7.0;"Rent";"Venture";"B";10000;10.36;0;0.25;"N";3
24;115800;5.0;"Mortgage";"Personal";"B";12000;10.99;0;0.1;"N";3
0;75000;2.0;"Rent";"";"A";10000;16.89;1;0.09;"Y";8
23;58320;4.0;"Rent";"Medical";"B";4000;10.37;0;0.07;"N";2
22;35000;5.0;"Rent";"Education";"A";8000;7.29;0;0.23;"N";2
24;75000;4.0;"Rent";"Homeimprovement";"C";3000;0.0;0;0.04;"N";4
31;24000;3.0;"Rent";"Education";"A";6000;8.49;0;0.25;"N";5
25;49000;1.0;"Rent";"Personal";"D";12000;13.49;1;0.24;"N";4
29;83500;1.0;"Rent";"Homeimprovement";"C";15000;13.43;0;0.18;"Y";10
35;75000;5.0;"Mortgage";"Debtconsolidation";"C";4000;14.27;0;0.05;"Y";5
23;57996;5.0;"Rent";"Debtconsolidation";"A";8000;7.14;0;0.14;"N";2
22;60000;1.0;"Mortgage";"Education";"B";17000;9.45;0;0.28;"N";4
28;30000;3.0;"Rent";"Personal";"A";10000;8.9;1;0.33;"N";5
28;0;7.0;"Rent";"Education";"A";20000;10.62;0;0.0;"N";4
36;120000;12.0;"Mortgage";"Homeimprovement";"A";14500;5.42;0;0.12;"N";13
23;60000;3.0;"Rent";"Education";"B";20000;12.21;1;0.33;"N";2
25;41508;9.0;"Mortgage";"";"C";10750;10.75;0;0.28;"";8
0;47000;8.0;"Own";"Venture";"A";6000;7.9;0;0.0;"N";10
26;30000;1.0;"Rent";"Medical";"E";0;7.51;0;0.17;"N";9
37;20004;0.0;"Rent";"Venture";"B";5000;0.0;0;0.25;"N";14
34;60000;14.0;"Rent";"Homeimprovement";"C";10000;13.57;0;0.17;"N";6
29;180000;9.0;"Mortgage";"Personal";"A";15000;5.79;0;0.08;"N";6
27;63000;12.0;"Mortgage";"Personal";"A";18000;7.49;0;0.29;"N";9
36;53000;5.0;"Rent";"Medical";"B";5000;10.74;0;0.09;"N";12
24;185000;8.0;"Mortgage";"Personal";"A";10000;6.92;0;0.05;"N";3
24;47000;3.0;"Rent";"Personal";"A";6000;7.66;0;0.13;"N";2
29;60000;2.0;"Mortgage";"Homeimprovement";"A";1500;6.03;0;0.03;"N";9
38;55000;3.0;"Mortgage";"Medical";"C";14000;13.22;0;0.25;"N";13
27;100000;11.0;"Mortgage";"Personal";"A";12000;0.0;0;0.12;"N";6
28;75000;1.0;"Rent";"Homeimprovement";"A";12000;9.63;0;0.16;"N";7
24;91800;0.0;"Mortgage";"Medical";"C";16000;14.22;1;0.15;"N";4
23;26000;3.0;"Mortgage";"Debtconsolidation";"B";7800;10.59;0;0.3;"N";3
27;41000;11.0;"Rent";"Debtconsolidation";"D";11000;15.33;1;0.27;"Y";7
39;48500;1.0;"Rent";"Personal";"B";5000;10.99;0;0.1;"N";13
22;19200;6.0;"Mortgage";"Homeimprovement";"D";1400;14.91;1;0.07;"Y";4
23;70000;4.0;"Rent";"Education";"A";6000;7.49;0;0.09;"N";3
29;39000;6.0;"Mortgage";"Medical";"A";7100;8.32;0;0.18;"N";5
35;70360;8.0;"Rent";"Education";"A";10000;6.62;0;0.14;"N";5
23;90000;7.0;"Mortgage";"Personal";"D";15000;15.31;0;0.17;"Y";4
24;133000;5.0;"Rent";"Education";"B";17400;11.71;0;0.13;"N";4
23;36000;0.0;"Own";"Venture";"A";5500;5.42;0;0.15;"N";3
21;40000;6.0;"Rent";"Debtconsolidation";"C";15000;14.27;1;0.38;"N";3
0;0;0.0;"Rent";"Homeimprovement";"A";23800;6.91;1;0.4;"N";15
26;75000;5.0;"Rent";"Medical";"A";20000;6.91;0;0.27;"N";4
22;56000;3.0;"Mortgage";"Education";"D";10075;16.29;0;0.18;"Y";4
29;46000;13.0;"Mortgage";"Homeimprovement";"B";4800;11.86;1;0.1;"N";9
25;26000;4.0;"Rent";"Medical";"C";8000;12.87;1;0.31;"Y";3
28;39000;6.0;"Rent";"Medical";"D";8000;14.91;1;0.21;"Y";7
26;52800;4.0;"Rent";"Personal";"B";4000;9.99;1;0.08;"N";3
24;125000;6.0;"Rent";"Personal";"A";4800;6.76;0;0.04;"N";3
26;80000;0.0;"Mortgage";"Education";"A";6300;5.79;0;0.08;"N";4
23;20124;0.0;"Rent";"Debtconsolidation";"C";5950;13.49;0;0.3;"Y";3
22;25000;1.0;"Own";"Medical";"C";2400;14.27;0;0.1;"Y";2
29;59000;3.0;"Rent";"Education";"A";6000;7.88;0;0.1;"N";8
23;42000;3.0;"Mortgage";"Education";"A";11000;6.54;0;0.26;"N";3
35;37400;3.0;"Mortgage";"Venture";"D";10750;15.95;0;0.29;"N";5
22;26886;6.0;"Own";"Education";"C";7500;0.0;0;0.28;"Y";4
21;21000;2.0;"Rent";"Education";"B";10000;11.71;1;0.48;"N";2
22;50000;0.0;"Mortgage";"Debtconsolidation";"A";12800;5.79;0;0.26;"N";2
24;60000;8.0;"Mortgage";"Venture";"A";2800;9.32;0;0.05;"N";4
22;0;2.0;"Own";"Medical";"C";9950;7.88;0;0.12;"";7
23;30000;3.0;"Rent";"Personal";"A";3600;5.99;0;0.12;"N";2
26;24000;0.0;"Rent";"Medical";"D";3600;14.96;1;0.15;"N";4
28;83000;9.0;"Mortgage";"Debtconsolidation";"B";12000;10.74;0;0.14;"N";6
23;87000;7.0;"Mortgage";"Medical";"A";17000;7.51;0;0.2;"N";3
27;43200;0.0;"Rent";"Venture";"A";12000;8.94;0;0.28;"N";5
23;72000;5.0;"Mortgage";"Personal";"D";12000;16.29;0;0.17;"N";2
25;45000;5.0;"Own";"Venture";"B";10400;10.25;0;0.23;"N";3
23;52360;0.0;"Mortgage";"Venture";"D";15000;16.49;0;0.29;"Y";2
37;32000;4.0;"Rent";"Debtconsolidation";"C";17000;0.0;0;0.23;"";5
24;62900;8.0;"Rent";"Medical";"D";12000;15.62;1;0.16;"Y";2
35;24000;14.0;"Mortgage";"Debtconsolidation";"A";4000;7.49;0;0.17;"N";7
22;68000;7.0;"Rent";"Medical";"B";15000;10.37;0;0.22;"N";3
23;50000;6.0;"Rent";"Education";"C";3000;0.0;0;0.06;"Y";2
28;276000;0.0;"Rent";"Personal";"A";0;12.21;1;0.36;"N";14
22;54000;4.0;"Rent";"Debtconsolidation";"C";9000;15.96;0;0.17;"Y";3
22;45000;1.0;"Rent";"Venture";"E";10000;0.0;1;0.22;"N";2
24;105804;0.0;"Mortgage";"Personal";"";15000;10.25;1;0.41;"N";4
45;100000;16.0;"Mortgage";"Personal";"A";16000;6.62;0;0.16;"N";16
29;92250;2.0;"Rent";"Medical";"B";13000;10.99;0;0.14;"N";9
21;45000;5.0;"Mortgage";"Venture";"A";18000;7.88;0;0.4;"N";2
30;46500;8.0;"Mortgage";"Venture";"A";6000;7.88;0;0.13;"N";8
34;63000;9.0;"Mortgage";"Debtconsolidation";"B";18000;11.49;0;0.29;"N";9
29;55000;3.0;"Rent";"Personal";"B";1200;9.99;0;0.02;"N";6
25;60000;6.0;"Mortgage";"Venture";"D";8400;16.89;0;0.14;"N";3
37;21600;4.0;"Rent";"Debtconsolidation";"D";3800;0.0;1;0.18;"Y";13
28;30000;5.0;"Mortgage";"Venture";"A";15000;0.0;0;0.5;"N";9
42;38400;4.0;"Rent";"Medical";"B";13000;0.0;1;0.34;"N";11
26;65000;4.0;"Rent";"Personal";"A";8000;6.92;0;0.12;"N";4
25;51300;9.0;"Rent";"Debtconsolidation";"A";3600;7.49;0;0.07;"N";3
42;50000;5.0;"Mortgage";"Education";"B";7000;0.0;0;0.14;"N";12
23;70550;7.0;"Mortgage";"Medical";"A";15000;8.9;1;0.18;"N";4
46;180000;31.0;"Mortgage";"Medical";"B";18000;9.91;0;0.1;"N";12
29;56500;3.0;"Rent";"Medical";"B";7000;0.0;1;0.12;"N";8
23;52000;1.0;"Rent";"Personal";"C";25000;13.22;1;0.48;"N";2
24;90000;8.0;"Mortgage";"Homeimprovement";"E";24000;17.56;0;0.27;"N";3
24;60000;4.0;"Rent";"Personal";"B";12500;11.49;0;0.21;"N";3
33;97200;4.0;"Mortgage";"Personal";"C";20000;12.29;0;0.21;"N";9
27;88000;11.0;"Rent";"";"A";4750;11.11;0;0.33;"N";2
23;55000;8.0;"Rent";"Medical";"B";4000;10.99;0;0.07;"N";2
27;41000;6.0;"Rent";"Education";"A";15000;8.49;1;0.37;"N";8
23;30000;4.0;"Mortgage";"Debtconsolidation";"B";4800;10.65;1;0.16;"N";3
23;28000;5.0;"Rent";"Personal";"B";6000;9.63;0;0.21;"N";4
36;39520;14.0;"Own";"Venture";"A";5000;5.79;0;0.13;"N";16
23;30500;6.0;"Mortgage";"Medical";"D";3000;14.96;1;0.1;"Y";2
25;36000;2.0;"Rent";"Education";"C";3600;15.23;0;0.1;"N";4
23;57744;7.0;"Mortgage";"Personal";"B";2500;10.37;0;0.04;"N";2
26;77000;0.0;"Rent";"Venture";"A";22000;6.54;0;0.29;"N";3
28;45000;1.0;"Rent";"Medical";"B";10000;9.91;0;0.22;"N";5
23;71500;3.0;"Rent";"Debtconsolidation";"D";30000;0.0;1;0.42;"N";4
25;28800;5.0;"Rent";"Personal";"A";5575;6.62;0;0.19;"N";4
23;22000;3.0;"Rent";"Education";"C";9600;13.16;1;0.44;"N";2
35;40000;2.0;"Rent";"Medical";"C";7550;13.92;0;0.19;"N";9
30;140000;2.0;"Mortgage";"Homeimprovement";"E";15000;16.35;0;0.11;"N";5
33;70000;0.0;"Rent";"Education";"A";11200;8.94;0;0.16;"N";6
21;19968;4.0;"Rent";"Medical";"C";5000;0.0;1;0.25;"N";3
24;193000;8.0;"Mortgage";"Education";"C";10000;13.06;0;0.05;"N";4
24;110000;8.0;"Mortgage";"Personal";"A";27300;7.51;0;0.25;"N";3
29;55000;0.0;"Rent";"Personal";"D";8500;16.29;1;0.15;"Y";8
30;232050;14.0;"Mortgage";"Medical";"E";25000;17.93;1;0.09;"Y";9
24;85100;3.0;"Rent";"Education";"C";15000;0.0;0;0.18;"Y";2
23;136000;7.0;"Mortgage";"Education";"A";8000;8.32;0;0.06;"N";2
32;40000;2.0;"Rent";"Education";"A";7500;8.0;0;0.19;"N";6
54;29000;7.0;"Mortgage";"Personal";"B";2500;11.71;0;0.09;"N";24
21;100000;3.0;"Mortgage";"Venture";"A";6200;8.49;0;0.06;"N";4
37;36000;21.0;"Mortgage";"Venture";"A";8000;7.88;0;0.22;"N";15
28;0;8.0;"Mortgage";"Debtconsolidation";"A";7925;15.27;0;0.26;"";4
23;112000;5.0;"Mortgage";"Personal";"B";12000;11.99;0;0.11;"N";3
30;45000;0.0;"Rent";"Personal";"B";6000;12.69;0;0.13;"N";8
22;26400;0.0;"Mortgage";"Personal";"B";1000;0.0;1;0.04;"N";2
27;75000;4.0;"Mortgage";"Personal";"B";20150;11.36;0;0.27;"N";6
21;45000;3.0;"Rent";"Personal";"A";3200;6.54;0;0.07;"N";4
25;128500;1.0;"Mortgage";"Homeimprovement";"C";15000;12.53;0;0.12;"Y";3
23;65000;3.0;"Mortgage";"Education";"A";8000;7.14;0;0.12;"N";4
31;18000;6.0;"Rent";"Education";"C";4000;12.84;1;0.22;"N";5
41;83000;6.0;"Mortgage";"Homeimprovement";"B";3000;11.83;0;0.04;"N";12
33;100000;0.0;"Mortgage";"Debtconsolidation";"B";24000;10.25;0;0.24;"N";6
34;334000;18.0;"Own";"Education";"C";18000;12.68;0;0.05;"Y";10
33;170004;17.0;"Mortgage";"Personal";"A";12000;7.51;0;0.07;"N";9
31;86000;2.0;"Rent";"Debtconsolidation";"A";5000;0.0;0;0.06;"N";8
22;14400;0.0;"Rent";"Homeimprovement";"E";4400;19.91;1;0.31;"N";4
22;69000;6.0;"Mortgage";"Debtconsolidation";"D";10000;15.62;1;0.14;"Y";2
30;75000;3.0;"Mortgage";"Venture";"A";18750;7.9;0;0.25;"N";6
26;116000;10.0;"Rent";"Medical";"B";19800;11.48;0;0.17;"N";4
24;37000;8.0;"Rent";"Medical";"A";6000;6.76;0;0.16;"N";4
25;90000;9.0;"Mortgage";"Homeimprovement";"A";10000;5.42;0;0.11;"N";4
25;42000;0.0;"Mortgage";"Venture";"B";3500;10.36;0;0.08;"N";2
21;72252;0.0;"Mortgage";"Venture";"A";8000;6.99;0;0.11;"N";2
33;15500;1.0;"Rent";"Medical";"A";3000;7.51;1;0.19;"N";5
22;69700;4.0;"Rent";"Education";"B";11200;0.0;0;0.16;"N";2
38;89000;2.0;"Mortgage";"Personal";"A";6000;5.42;0;0.07;"N";13
29;36000;2.0;"Mortgage";"Personal";"D";20000;0.0;0;0.56;"N";6
23;79200;7.0;"Mortgage";"Education";"A";5000;5.42;0;0.06;"N";3
23;33996;0.0;"Rent";"Personal";"D";5000;14.84;1;0.15;"Y";2
27;26000;11.0;"Mortgage";"Medical";"A";5000;8.94;0;0.19;"N";9
38;34000;19.0;"Rent";"Medical";"A";6000;7.9;0;0.18;"N";11
23;28000;6.0;"Own";"Venture";"B";7000;9.99;0;0.25;"N";4
28;29000;6.0;"Rent";"Education";"C";13000;14.26;1;0.45;"Y";8
32;202300;9.0;"Mortgage";"Medical";"D";25000;14.59;1;0.11;"N";7
23;60000;6.0;"Mortgage";"Education";"C";8000;13.49;0;0.13;"Y";2
30;42886;3.0;"Rent";"Personal";"B";12000;10.59;0;0.28;"N";10
24;40000;8.0;"Rent";"Medical";"C";4500;12.84;0;0.11;"N";3
23;46000;2.0;"Rent";"Venture";"D";6800;15.65;1;0.15;"Y";4
21;33000;5.0;"Mortgage";"Homeimprovement";"C";2000;14.27;1;0.06;"N";4
22;70000;3.0;"Rent";"Education";"B";22000;11.36;1;0.31;"N";4
46;80000;3.0;"Mortgage";"Homeimprovement";"A";10000;6.17;0;0.13;"N";13
30;72000;12.0;"Rent";"Education";"A";12400;0.0;0;0.17;"N";5
29;40000;9.0;"Mortgage";"Personal";"A";5000;6.99;0;0.13;"N";7
24;13000;4.0;"Rent";"Personal";"B";4000;9.88;1;0.31;"N";2
25;225000;0.0;"Mortgage";"Venture";"F";25000;18.67;0;0.11;"N";2
35;39000;8.0;"Rent";"Medical";"B";5000;9.99;1;0.13;"N";6
27;66000;11.0;"Rent";"Debtconsolidation";"D";6000;0.0;1;0.09;"N";8
24;48600;1.0;"Mortgage";"Education";"D";8000;0.0;1;0.16;"N";4
25;99800;1.0;"Mortgage";"Medical";"A";12000;8.94;0;0.12;"N";2
29;76000;2.0;"Rent";"Medical";"B";7200;0.0;0;0.09;"N";8
22;36000;1.0;"Rent";"Personal";"A";1000;7.68;0;0.03;"N";4
31;275000;9.0;"Mortgage";"Personal";"C";25000;13.85;0;0.09;"N";6
23;68000;2.0;"Mortgage";"Venture";"B";10000;10.37;0;0.15;"N";2
29;72000;4.0;"Rent";"Debtconsolidation";"C";7800;0.0;0;0.11;"Y";8
21;35000;5.0;"Mortgage";"Education";"B";1500;9.63;0;0.04;"N";2
22;60000;6.0;"Rent";"Personal";"B";4000;12.21;0;0.07;"N";3
22;45000;3.0;"Rent";"Medical";"A";5800;7.88;0;0.13;"N";3
22;70000;6.0;"Rent";"Education";"D";29100;15.99;1;0.42;"N";3
24;29000;1.0;"Mortgage";"Medical";"D";6000;15.62;1;0.21;"N";3
24;9600;3.0;"Rent";"Education";"C";1300;12.73;1;0.14;"N";2
25;72000;9.0;"Mortgage";"Education";"B";14000;12.42;0;0.19;"N";2
32;89000;0.0;"Rent";"Medical";"A";12000;8.94;0;0.13;"N";6
37;6000;3.0;"Own";"Venture";"A";1300;6.03;1;0.22;"N";11
38;100280;1.0;"Mortgage";"Venture";"B";17850;11.99;0;0.18;"N";17
23;51996;3.0;"Mortgage";"Personal";"A";5000;6.92;0;0.1;"N";3
25;96000;6.0;"Mortgage";"Education";"B";20000;0.0;0;0.21;"N";2
34;55000;7.0;"Rent";"Venture";"A";9000;7.74;0;0.16;"N";6
25;42910;3.0;"Rent";"Education";"D";10000;18.25;0;0.23;"Y";3
23;74000;7.0;"Own";"Personal";"D";15000;15.99;0;0.2;"Y";4
24;99000;8.0;"";"Debtconsolidation";"A";6000;0.0;0;0.26;"N";2
31;17000;3.0;"Rent";"Venture";"B";4575;11.48;1;0.27;"N";7
23;45000;2.0;"Rent";"Venture";"B";14500;10.36;1;0.32;"N";4
26;67000;9.0;"Rent";"Venture";"A";8000;7.14;0;0.12;"N";2
29;60000;0.0;"Rent";"Homeimprovement";"A";4000;7.88;0;0.07;"N";6
47;85000;3.0;"Mortgage";"Homeimprovement";"A";10000;8.07;0;0.12;"N";15
27;55000;3.0;"Rent";"Debtconsolidation";"C";20000;13.48;1;0.36;"N";9
24;64000;8.0;"Mortgage";"Education";"A";5000;7.88;1;0.08;"N";4
29;186063;14.0;"Mortgage";"Education";"B";25000;10.46;0;0.13;"N";6
22;42996;3.0;"Rent";"Personal";"C";15000;0.0;1;0.0;"Y";2
26;54000;2.0;"Rent";"Venture";"D";16000;14.83;1;0.3;"N";2
30;118000;5.0;"Rent";"Homeimprovement";"A";10000;7.14;0;0.08;"N";7
23;65000;7.0;"Rent";"Education";"B";3600;10.59;0;0.06;"N";3
22;60000;5.0;"Mortgage";"Venture";"A";5600;7.49;0;0.09;"N";3
36;78000;7.0;"Mortgage";"Personal";"A";15000;7.88;0;0.19;"N";16
26;90000;2.0;"Own";"Venture";"A";9500;8.07;0;0.11;"N";2
30;43200;5.0;"Mortgage";"Homeimprovement";"C";4200;13.49;0;0.1;"Y";7
29;110000;6.0;"Mortgage";"Medical";"B";5000;9.91;0;0.05;"N";9
22;45000;1.0;"Mortgage";"Education";"B";8000;12.53;0;0.18;"N";3
23;37000;2.0;"Mortgage";"Education";"A";10000;7.74;0;0.27;"N";3
29;65000;13.0;"Mortgage";"Education";"D";10000;15.33;0;0.15;"Y";6
23;57000;6.0;"Mortgage";"Education";"D";17500;14.09;0;0.31;"Y";3
27;25000;0.0;"Rent";"Homeimprovement";"D";3000;15.62;1;0.12;"N";5
35;77040;8.0;"Mortgage";"Homeimprovement";"A";5900;5.99;0;0.08;"N";7
23;0;0.0;"Rent";"Medical";"A";12000;15.68;0;0.0;"Y";3
24;37200;8.0;"Rent";"Debtconsolidation";"A";7200;7.9;0;0.19;"N";4
22;42500;0.0;"Rent";"Medical";"E";1500;17.19;1;0.04;"Y";4
34;28704;0.0;"Rent";"Medical";"A";7000;9.32;0;0.24;"N";10
31;99504;5.0;"Rent";"Debtconsolidation";"C";7500;13.57;0;0.08;"N";10
23;44004;0.0;"Rent";"Venture";"E";12000;16.0;1;0.27;"N";2
27;62000;4.0;"Rent";"Education";"C";7500;13.04;0;0.12;"Y";6
43;54000;0.0;"Rent";"Homeimprovement";"D";9000;15.65;1;0.17;"Y";16
28;85000;2.0;"Mortgage";"Education";"A";15000;8.49;0;0.18;"N";7
36;46000;3.0;"Mortgage";"Venture";"A";8000;5.42;0;0.17;"N";15
24;41000;1.0;"Rent";"Medical";"C";7000;12.53;0;0.17;"N";2
26;54000;3.0;"Rent";"Homeimprovement";"E";13000;17.93;0;0.24;"Y";2
24;54500;7.0;"Mortgage";"Medical";"D";8000;17.49;1;0.15;"N";4
30;80000;0.0;"Own";"Personal";"D";8000;15.05;0;0.1;"N";5
0;60000;0.0;"Rent";"Medical";"B";8000;5.42;0;0.23;"N";9
26;225000;1.0;"Rent";"Education";"A";3000;9.32;0;0.01;"N";4
27;80000;11.0;"Mortgage";"Personal";"A";8500;6.03;0;0.11;"N";6
27;36000;2.0;"Rent";"Medical";"B";2000;11.99;0;0.06;"N";8
22;57000;1.0;"Mortgage";"Venture";"A";3200;5.99;0;0.06;"N";4
24;243600;6.0;"Mortgage";"Medical";"A";12000;6.03;0;0.05;"N";3
30;54000;2.0;"Rent";"Homeimprovement";"E";5000;15.13;1;0.09;"N";7
37;63000;2.0;"Rent";"Debtconsolidation";"B";9000;0.0;0;0.09;"";9
25;54000;0.0;"";"Homeimprovement";"B";20000;14.91;1;0.29;"";5
27;65000;0.0;"Mortgage";"Homeimprovement";"D";22000;14.09;0;0.34;"Y";6
25;37000;2.0;"Rent";"Venture";"B";3325;11.49;0;0.09;"N";3
22;24000;2.0;"Mortgage";"Education";"D";3975;13.87;0;0.17;"N";3
25;42000;3.0;"Rent";"Education";"C";10000;13.8;1;0.24;"N";2
22;53000;7.0;"Own";"Venture";"B";2250;10.62;0;0.04;"N";3
25;37000;1.0;"Rent";"Debtconsolidation";"F";4200;0.0;1;0.11;"Y";2
27;54000;2.0;"Rent";"Medical";"B";20000;10.99;1;0.37;"N";8
36;45344;11.0;"Mortgage";"Education";"A";16750;7.88;0;0.37;"N";13
26;46800;0.0;"Rent";"Education";"B";12500;11.86;0;0.27;"N";3
24;39000;8.0;"Mortgage";"Venture";"A";1200;0.0;0;0.03;"N";2
30;37800;4.0;"Rent";"Medical";"B";15050;9.99;1;0.4;"N";7
26;78000;1.0;"Rent";"Debtconsolidation";"B";15000;12.42;1;0.19;"N";3
21;16800;0.0;"Mortgage";"Venture";"B";6000;10.39;1;0.36;"N";4
25;80600;9.0;"Rent";"Personal";"B";13800;11.99;0;0.17;"N";3
31;102000;5.0;"Mortgage";"Education";"A";4000;7.88;0;0.04;"N";10
29;46500;5.0;"Rent";"Venture";"C";2500;13.92;0;0.05;"Y";9
28;215662;12.0;"Mortgage";"Venture";"B";21000;11.99;0;0.1;"N";7
29;100000;4.0;"Rent";"Venture";"A";10000;9.63;0;0.1;"N";9
29;71000;4.0;"Mortgage";"Homeimprovement";"C";11000;13.43;0;0.15;"Y";6
25;42000;4.0;"Rent";"Education";"A";1925;6.17;0;0.05;"N";4
25;140000;9.0;"Rent";"Education";"A";20000;6.54;0;0.14;"N";4
0;57000;5.0;"Own";"";"B";7900;0.0;0;0.22;"N";7
22;20400;0.0;"Rent";"Personal";"B";5000;12.42;0;0.25;"N";2
26;64999;5.0;"Own";"Venture";"C";10000;13.98;0;0.15;"Y";3
28;70000;4.0;"Mortgage";"Homeimprovement";"B";20000;12.18;0;0.29;"N";6
24;110000;7.0;"Mortgage";"Debtconsolidation";"A";12000;8.94;0;0.11;"N";2
34;67392;0.0;"Mortgage";"Personal";"C";15000;13.85;1;0.22;"Y";5
22;26000;4.0;"Mortgage";"Personal";"B";4000;9.25;0;0.15;"N";2
29;48000;3.0;"Mortgage";"Personal";"C";17375;14.27;0;0.36;"Y";5
26;60000;10.0;"Mortgage";"Medical";"A";12500;6.92;0;0.21;"N";3
